,x,y,z,pred_x,pred_y,pred_z
773,-319.511,373.939,-111.114,-450.32654,342.84436,-141.72066
774,-319.678,373.818,-111.108,-439.8742,347.42227,-141.08452
775,-319.766,373.751,-111.104,-441.75433,345.06784,-140.18703
776,-319.958,373.597,-111.092,-444.11127,344.5966,-139.55736
777,-320.139,373.444,-111.077,-440.61774,343.33844,-138.24013
778,-320.307,373.293,-111.061,-434.66846,343.78635,-137.33836
779,-320.491,373.12,-111.041,-423.44498,346.31885,-136.523
780,-320.728,372.885,-111.011,-414.49747,348.2053,-136.0584
781,-320.853,372.755,-110.994,-416.03656,349.2725,-136.33134
782,-321.022,372.574,-110.971,-422.41965,345.04514,-136.4934
783,-321.206,372.369,-110.944,-423.01422,342.20886,-136.12447
784,-321.406,372.139,-110.916,-431.15796,338.99365,-135.87617
785,-321.602,371.901,-110.91,-415.31863,340.1381,-134.94951
786,-321.721,371.753,-110.912,-423.8155,334.81464,-134.22954
787,-321.848,371.592,-110.914,-415.29327,335.96167,-133.55084
788,-321.915,371.506,-110.916,-396.11096,339.85028,-132.9776
789,-322.082,371.289,-110.919,-403.40924,332.98898,-131.96342
790,-322.308,370.992,-110.923,-404.85254,329.76328,-130.83911
791,-322.358,370.925,-110.924,-408.00626,328.01517,-130.55437
792,-322.632,370.557,-110.926,-420.61002,323.24478,-129.78801
793,-322.848,370.264,-110.924,-420.9337,320.04807,-129.48543
794,-323.014,370.038,-110.91,-409.5354,323.28366,-128.98003
795,-323.139,369.867,-110.906,-398.04395,324.42316,-128.62566
796,-323.248,369.719,-110.905,-400.92255,320.1862,-128.4152
797,-323.399,369.514,-110.904,-395.4126,322.4397,-128.03798
798,-323.559,369.297,-110.904,-390.03534,319.2449,-127.67221
799,-323.763,369.023,-110.904,-379.93478,319.877,-127.083755
800,-324.003,368.704,-110.905,-377.2383,316.6454,-125.896805
801,-324.272,368.352,-110.906,-380.3541,314.08304,-125.18039
802,-324.43,368.148,-110.907,-388.17392,311.9835,-124.93003
803,-324.581,367.957,-110.908,-371.4588,315.8665,-124.76201
804,-324.876,367.587,-110.903,-371.36536,313.94717,-124.2128
805,-325.186,367.209,-110.891,-372.2528,312.03394,-123.194786
806,-325.503,366.837,-110.892,-360.86072,312.74692,-122.55619
807,-325.712,366.599,-110.894,-354.96353,312.27386,-122.30899
808,-326.02,366.256,-110.898,-352.95084,313.1641,-122.23404
809,-326.363,365.887,-110.883,-342.79398,313.95602,-121.989
810,-326.714,365.524,-110.881,-343.22736,314.0657,-121.42431
811,-327.02,365.219,-110.883,-338.7685,313.65646,-121.55635
812,-327.258,364.987,-110.885,-343.09552,311.81293,-121.66354
813,-327.613,364.65,-110.87,-339.15164,312.52515,-121.68748
814,-327.975,364.318,-110.864,-344.86945,311.495,-121.582886
815,-328.332,364.002,-110.863,-348.91687,309.75247,-121.09196
816,-328.528,363.831,-110.863,-352.78363,306.30084,-120.80497
817,-328.77,363.624,-110.863,-364.5346,303.84348,-121.04391
818,-329.091,363.354,-110.862,-356.32825,310.85904,-121.86661
819,-329.436,363.069,-110.862,-366.4758,307.1245,-121.66887
820,-329.774,362.795,-110.861,-363.9385,309.67,-122.04005
821,-330.034,362.587,-110.86,-375.20255,304.99197,-121.70275
822,-330.102,362.532,-110.859,-386.63342,299.98923,-120.94667
823,-330.409,362.29,-110.855,-394.9937,297.71378,-120.7111
824,-330.671,362.084,-110.845,-393.31506,297.03073,-120.3326
825,-330.842,361.95,-110.842,-401.79138,293.42606,-120.33183
826,-331.06,361.78,-110.839,-404.8319,292.60162,-120.42742
827,-331.358,361.55,-110.837,-405.05234,292.94473,-120.60629
828,-331.692,361.292,-110.834,-412.94757,292.96402,-121.27616
829,-332.002,361.053,-110.832,-411.74945,293.9526,-121.65599
830,-332.221,360.885,-110.831,-415.0275,292.6959,-121.69641
831,-332.44,360.717,-110.83,-415.1949,293.41086,-121.95811
832,-332.762,360.468,-110.828,-413.11426,294.94528,-122.29527
833,-333.072,360.228,-110.827,-417.22717,298.3013,-123.54625
834,-333.382,359.988,-110.826,-417.96698,298.4961,-124.71952
835,-333.68,359.755,-110.824,-412.85565,301.87906,-125.45357
836,-333.829,359.639,-110.824,-416.72968,301.1841,-125.87799
837,-334.172,359.369,-110.823,-416.41104,302.9315,-125.993164
838,-334.445,359.152,-110.822,-417.2884,302.73035,-126.31114
839,-334.707,358.943,-110.822,-422.10968,303.00027,-126.73235
840,-334.956,358.743,-110.821,-423.77957,301.95044,-126.53189
841,-335.137,358.597,-110.814,-420.08398,302.18927,-125.99826
842,-335.408,358.377,-110.807,-424.6454,301.157,-126.016464
843,-335.689,358.147,-110.804,-422.6525,298.4382,-125.87236
844,-335.97,357.915,-110.802,-422.68054,298.48358,-125.93691
845,-336.283,357.655,-110.801,-422.8835,301.51245,-125.6827
846,-336.495,357.478,-110.8,-419.5118,302.44327,-125.39287
847,-336.539,357.44,-110.8,-421.96054,305.66605,-125.279434
848,-336.795,357.224,-110.799,-424.7387,304.06335,-125.32842
849,-337.016,357.036,-110.798,-420.6681,304.0482,-125.33716
850,-337.149,356.923,-110.798,-420.91818,305.13428,-125.126144
851,-337.448,356.667,-110.797,-421.5417,304.24286,-125.11834
852,-337.657,356.487,-110.796,-414.04666,311.6336,-125.07501
853,-337.712,356.44,-110.796,-416.45602,305.73135,-125.26601
854,-338.085,356.115,-110.792,-413.40106,309.3851,-125.13994
855,-338.195,356.02,-110.787,-413.61353,307.65155,-125.135414
856,-338.49,355.761,-110.779,-414.6222,308.73767,-125.14718
857,-338.72,355.56,-110.777,-413.4621,307.53183,-125.167206
858,-338.927,355.377,-110.775,-414.94855,305.25723,-124.861595
859,-339.134,355.194,-110.774,-413.26996,306.83533,-124.81749
860,-339.199,355.136,-110.774,-414.1172,304.69797,-124.643616
861,-339.558,354.817,-110.772,-411.93488,311.47333,-123.997536
862,-339.786,354.614,-110.77,-412.78796,305.74533,-124.48614
863,-340.004,354.42,-110.769,-409.60217,303.43723,-124.23353
864,-340.188,354.255,-110.769,-410.37772,304.69266,-123.95264
865,-340.221,354.226,-110.768,-410.52252,304.01553,-123.47827
866,-340.448,354.022,-110.768,-410.98877,303.88248,-123.335724
867,-340.676,353.818,-110.767,-407.25793,302.52774,-123.17183
868,-340.903,353.615,-110.766,-411.32968,299.07535,-122.979675
869,-341.066,353.469,-110.765,-411.4448,298.44553,-122.901726
870,-341.206,353.343,-110.765,-411.34695,298.78857,-122.667076
871,-341.401,353.168,-110.764,-409.6405,300.82568,-121.80935
872,-341.521,353.062,-110.764,-411.82263,298.93503,-121.94359
873,-341.705,352.897,-110.763,-413.8031,295.53375,-121.73885
874,-341.889,352.732,-110.756,-417.37946,293.49042,-121.7964
875,-342.16,352.489,-110.748,-416.6476,295.82706,-121.40013
876,-342.333,352.334,-110.745,-420.77573,295.35986,-121.54961
877,-342.561,352.13,-110.743,-423.8722,291.45145,-121.53572
878,-342.67,352.033,-110.743,-422.98422,291.00983,-121.329605
879,-343.572,351.23,-110.738,-423.73987,292.7156,-121.162285
880,-343.746,351.076,-110.737,-422.28836,289.31497,-120.11125
881,-343.953,350.892,-110.736,-420.89365,289.51782,-120.25653
882,-344.149,350.719,-110.735,-422.37946,285.34457,-120.38403
883,-344.378,350.517,-110.735,-422.12366,286.15775,-120.22179
884,-344.575,350.344,-110.734,-421.19043,288.12888,-120.2689
885,-344.782,350.161,-110.733,-420.6448,287.29208,-120.19687
886,-344.848,350.103,-110.733,-423.5556,282.70737,-120.29469
887,-345.11,349.873,-110.732,-418.37885,291.25732,-120.0722
888,-345.209,349.787,-110.732,-418.26343,288.8242,-120.253555
889,-345.395,349.624,-110.731,-420.4027,288.26794,-120.68869
890,-345.658,349.394,-110.72,-417.2868,291.70914,-120.64273
891,-345.779,349.289,-110.717,-414.71625,294.78595,-120.71277
892,-346.163,348.954,-110.712,-418.71252,292.97977,-120.83348
893,-346.372,348.773,-110.711,-417.4433,295.2764,-120.75829
894,-346.514,348.649,-110.71,-417.56583,293.57196,-120.953156
895,-346.723,348.468,-110.709,-420.91095,291.04208,-120.87691
896,-346.943,348.277,-110.708,-417.11768,293.95187,-120.80046
897,-347.13,348.115,-110.707,-421.06122,296.55136,-121.131905
898,-347.296,347.973,-110.706,-421.1972,289.23706,-121.3037
899,-347.472,347.82,-110.706,-419.92148,291.59634,-121.06093
900,-347.626,347.687,-110.705,-418.51022,295.98923,-121.26893
901,-347.813,347.526,-110.704,-417.8203,296.04968,-121.385056
902,-348.089,347.289,-110.703,-420.9431,291.9089,-121.80231
903,-348.276,347.127,-110.703,-414.0304,298.78873,-121.43633
904,-348.42,347.004,-110.702,-415.3415,297.0055,-121.76399
905,-348.563,346.881,-110.702,-410.12317,296.5683,-121.592354
906,-348.729,346.738,-110.701,-410.65997,300.46085,-121.61798
907,-348.983,346.52,-110.7,-413.4831,298.872,-121.97987
908,-349.149,346.378,-110.698,-412.5287,298.43878,-122.24774
909,-350.331,345.365,-110.677,-410.0675,303.40958,-121.86654
910,-350.541,345.185,-110.675,-407.64288,305.08554,-121.44156
911,-350.717,345.033,-110.674,-406.14716,308.64572,-120.978455
912,-350.883,344.891,-110.674,-407.05685,303.0387,-120.86402
913,-351.093,344.711,-110.673,-405.54352,305.91495,-120.58989
914,-351.27,344.559,-110.672,-409.77032,304.9453,-120.94891
915,-351.436,344.416,-110.671,-407.87488,308.75003,-120.47268
916,-351.645,344.236,-110.67,-408.2276,310.2828,-120.79859
917,-351.767,344.132,-110.67,-407.24213,310.90158,-120.76297
918,-351.877,344.037,-110.67,-407.72614,314.1058,-120.85565
919,-352.087,343.856,-110.669,-411.5246,312.7533,-120.51596
920,-352.242,343.723,-110.668,-410.83017,306.89767,-120.69302
921,-352.451,343.543,-110.668,-407.70026,314.5095,-120.22286
922,-352.639,343.382,-110.667,-410.94452,311.4041,-120.74669
923,-353.707,342.461,-110.648,-415.71808,313.91312,-121.04645
924,-353.818,342.366,-110.647,-411.21436,315.5754,-120.287865
925,-353.906,342.29,-110.647,-413.24542,313.76132,-119.92189
926,-354.093,342.128,-110.645,-417.88177,310.93723,-119.64931
927,-355.293,341.09,-110.64,-419.53284,310.6644,-119.354126
928,-355.502,340.909,-110.639,-419.0349,313.88235,-118.74422
929,-355.623,340.804,-110.638,-421.58838,313.05872,-118.73271
930,-355.821,340.633,-110.638,-422.3167,313.13403,-118.98437
931,-355.997,340.48,-110.637,-423.10016,310.57755,-118.79435
932,-356.172,340.328,-110.636,-422.93884,310.4592,-119.20678
933,-356.381,340.147,-110.636,-426.12378,312.19656,-119.26633
934,-356.524,340.023,-110.635,-423.79993,310.91006,-119.142624
935,-356.711,339.86,-110.635,-426.19922,304.2246,-118.84213
936,-356.919,339.679,-110.626,-426.23846,306.36496,-119.20623
937,-357.073,339.546,-110.621,-426.13318,312.9957,-119.23487
938,-357.293,339.355,-110.618,-424.86115,312.91556,-118.82402
939,-357.491,339.183,-110.616,-429.71387,307.84204,-119.30757
940,-357.645,339.049,-110.615,-430.10443,307.5101,-119.32915
941,-357.875,338.848,-110.613,-428.88232,312.6477,-119.41994
942,-358.029,338.715,-110.612,-430.55408,310.19406,-119.23294
943,-358.205,338.562,-110.612,-434.23846,307.114,-119.45235
944,-358.392,338.399,-110.611,-437.59143,301.73538,-120.043945
945,-358.611,338.208,-110.61,-434.48474,313.53043,-120.0179
946,-358.809,338.036,-110.609,-438.64218,309.26852,-120.518265
947,-359.018,337.855,-110.608,-438.85925,301.4777,-120.45024
948,-359.139,337.75,-110.607,-435.3971,309.16403,-120.18325
949,-359.325,337.587,-110.607,-437.4156,310.49603,-120.11612
950,-359.677,337.282,-110.606,-433.62708,310.84183,-119.777145
951,-359.787,337.186,-110.605,-434.35828,309.90137,-119.88845
952,-359.996,337.005,-110.604,-435.3129,312.37317,-120.454735
953,-360.16,336.861,-110.604,-435.28766,311.05408,-120.22742
954,-360.435,336.623,-110.602,-437.94684,310.4315,-120.456276
955,-360.567,336.508,-110.597,-442.25497,305.19968,-121.22102
956,-360.754,336.346,-110.59,-439.91217,305.23514,-121.66516
957,-360.929,336.193,-110.587,-441.2072,305.26538,-121.978485
958,-361.116,336.03,-110.585,-443.25952,305.68845,-122.421234
959,-361.314,335.858,-110.583,-444.83545,307.63544,-123.25947
960,-361.49,335.706,-110.582,-442.65912,313.58365,-123.450775
961,-361.666,335.553,-110.581,-441.56818,318.17197,-123.77998
962,-361.918,335.333,-110.58,-441.87927,321.90198,-123.84535
963,-362.083,335.191,-110.579,-443.24707,315.73212,-123.91463
964,-362.248,335.048,-110.578,-441.93738,321.02634,-124.28869
965,-362.369,334.943,-110.578,-444.15863,321.35104,-124.12465
966,-362.665,334.686,-110.577,-444.81964,320.74033,-124.25189
967,-362.83,334.543,-110.576,-444.02832,323.99765,-124.35301
968,-363.028,334.372,-110.575,-441.5876,331.4273,-124.43628
969,-363.16,334.258,-110.575,-442.6084,324.78314,-124.18038
970,-363.423,334.029,-110.574,-440.03964,328.4578,-124.10803
971,-363.588,333.886,-110.573,-435.53534,334.29224,-123.6956
972,-363.775,333.724,-110.573,-436.26776,334.06345,-123.60618
973,-363.929,333.591,-110.572,-440.16388,325.7156,-123.65474
974,-364.126,333.42,-110.568,-439.34656,328.37613,-123.86765
975,-364.346,333.229,-110.559,-435.64996,332.87665,-123.42862
976,-364.522,333.077,-110.556,-440.13748,328.2694,-123.72246
977,-364.742,332.886,-110.553,-441.796,325.02652,-123.803215
978,-364.874,332.772,-110.552,-439.93094,330.83243,-123.99106
979,-365.105,332.572,-110.551,-440.99292,326.9811,-123.90174
980,-365.26,332.439,-110.55,-442.05353,328.31213,-123.82333
981,-365.414,332.306,-110.549,-442.24384,329.85544,-123.989876
982,-365.557,332.182,-110.549,-443.83337,329.11307,-124.36929
983,-365.744,332.02,-110.548,-445.94388,329.37955,-124.15813
984,-365.976,331.82,-110.547,-447.81616,327.578,-124.00227
985,-366.163,331.658,-110.546,-446.96924,326.5129,-123.73327
986,-366.372,331.477,-110.545,-447.93033,326.42114,-123.520096
987,-366.571,331.306,-110.544,-450.29138,319.10587,-123.6429
988,-366.703,331.192,-110.544,-448.3663,322.8658,-123.61617
989,-366.978,330.954,-110.543,-447.43332,316.61746,-122.82776
990,-367.11,330.839,-110.542,-447.00092,315.73215,-122.85546
991,-367.353,330.63,-110.541,-449.27502,315.71823,-122.884155
992,-367.518,330.487,-110.541,-449.77753,318.8536,-123.013916
993,-367.716,330.316,-110.54,-448.6911,317.3453,-122.754974
994,-367.793,330.249,-110.539,-451.26898,318.60864,-122.78767
995,-368.002,330.068,-110.529,-451.56232,320.8961,-123.15496
996,-368.2,329.897,-110.525,-451.62994,322.3594,-123.176315
997,-368.398,329.725,-110.522,-451.6671,322.61246,-122.92215
998,-368.606,329.544,-110.521,-453.22858,326.5891,-123.753876
999,-368.826,329.354,-110.519,-452.86652,326.47568,-123.897675
1000,-369.002,329.202,-110.518,-452.6989,327.7709,-124.048004
1001,-369.2,329.03,-110.517,-454.1514,327.49747,-124.37041
1002,-369.386,328.868,-110.516,-454.57196,335.90445,-125.07243
1003,-369.595,328.687,-110.515,-454.4715,332.26068,-125.31215
1004,-369.727,328.573,-110.515,-456.14014,330.43356,-125.394104
1005,-369.903,328.421,-110.514,-456.3274,328.4176,-125.20625
1006,-370.1,328.249,-110.513,-456.56335,324.34824,-125.04758
1007,-370.254,328.116,-110.513,-456.87866,324.82693,-125.26392
1008,-371.485,327.05,-110.507,-461.9541,309.9621,-125.8581
1009,-371.726,326.84,-110.496,-459.45456,307.25137,-125.88815
1010,-371.99,326.612,-110.492,-461.29736,306.74826,-126.30481
1011,-372.122,326.498,-110.49,-460.91467,310.3731,-126.20462
1012,-372.287,326.355,-110.489,-459.67517,311.23386,-126.021255
1013,-372.441,326.221,-110.488,-459.24515,311.7743,-126.300476
1014,-372.638,326.05,-110.487,-460.36725,314.46066,-126.27602
1015,-372.803,325.907,-110.486,-460.17316,316.54602,-126.9009
1016,-373.001,325.736,-110.485,-460.63922,318.992,-127.35204
1017,-373.177,325.583,-110.484,-461.75244,318.44278,-127.7791
1018,-373.374,325.412,-110.483,-462.5701,322.87106,-128.44614
1019,-373.528,325.279,-110.483,-463.89212,320.91254,-128.79869
1020,-373.726,325.107,-110.482,-467.04828,326.3691,-129.98257
1021,-373.869,324.984,-110.481,-469.52612,320.86194,-130.18443
1022,-374.066,324.812,-110.48,-467.29016,327.5935,-130.27092
1023,-374.263,324.641,-110.48,-464.8526,328.14224,-130.23991
1024,-374.438,324.49,-110.479,-463.72266,333.70908,-130.38277
1025,-374.656,324.301,-110.479,-468.91394,358.84146,-132.79233
1026,-374.797,324.178,-110.479,-473.46704,346.68216,-133.32185
1027,-375.012,323.992,-110.484,-498.5805,338.5928,-140.759
1028,-375.191,323.837,-110.497,-552.53186,261.97467,-147.84532
1029,-375.334,323.713,-110.51,-566.3707,316.21744,-159.59962
1030,-375.527,323.537,-110.539,-563.3003,315.21432,-163.43588
1031,-375.662,323.404,-110.571,-563.2762,315.73276,-162.71684
1032,-375.832,323.213,-110.634,-563.16284,315.7887,-162.71634
1033,-375.96,323.044,-110.704,-562.99927,315.42447,-162.59157
1034,-376.049,322.907,-110.767,-563.0098,315.4236,-162.59364
1035,-376.155,322.716,-110.857,-563.05176,315.41095,-162.59602
1036,-376.235,322.551,-110.932,-563.02594,315.41656,-162.59734
1037,-376.297,322.404,-110.996,-563.0504,315.41486,-162.60555
1038,-376.384,322.18,-111.079,-563.05707,315.4083,-162.59676
1039,-376.449,321.997,-111.13,-563.046,315.41537,-162.59926
1040,-376.509,321.812,-111.168,-563.07117,315.40335,-162.6005
1041,-376.569,321.603,-111.199,-563.22736,315.7747,-162.72716
1042,-376.613,321.424,-111.218,-563.2728,315.66272,-162.71165
1043,-376.653,321.231,-111.232,-563.3689,315.7491,-162.74504
1044,-376.683,321.059,-111.239,-563.69086,316.13016,-162.87912
1045,-376.707,320.885,-111.243,-563.5804,315.9083,-162.83945
1046,-376.731,320.663,-111.242,-563.7081,316.49585,-163.76971
1047,-376.749,320.414,-111.235,-564.8624,314.18683,-164.14752
1048,-376.758,320.016,-111.212,-564.38727,325.32437,-161.26382
1049,-376.757,319.895,-111.203,-563.19775,340.61807,-159.47176
1050,-376.753,319.76,-111.192,-561.1339,343.98462,-158.7318
1051,-376.739,319.489,-111.167,-557.8109,350.5831,-157.04185
1052,-376.721,319.252,-111.143,-557.3348,350.17773,-156.87505
1053,-376.708,319.114,-111.128,-558.5748,340.46057,-155.8247
1054,-376.684,318.901,-111.104,-554.9591,343.9572,-154.19183
1055,-376.655,318.685,-111.079,-554.8945,345.71036,-153.94257
1056,-376.619,318.443,-111.05,-554.0974,339.96426,-152.86714
1057,-376.583,318.225,-111.023,-548.07196,346.69193,-151.32048
1058,-376.537,317.968,-110.991,-541.3037,349.17572,-149.25163
1059,-376.512,317.838,-110.976,-534.2157,350.80807,-147.87906
1060,-376.463,317.591,-110.945,-518.56714,368.16116,-146.25266
1061,-376.407,317.33,-110.914,-510.6068,366.69168,-144.30037
1062,-376.36,317.12,-110.889,-510.81195,355.01236,-142.7095
1063,-376.305,316.883,-110.869,-505.68732,355.79135,-140.92326
1064,-376.257,316.684,-110.864,-501.2127,351.10458,-138.86354
1065,-376.214,316.51,-110.863,-495.06638,342.85922,-136.9908
1066,-376.153,316.27,-110.864,-491.58856,342.51755,-136.33904
1067,-376.056,315.894,-110.868,-489.75818,344.6219,-136.28786
1068,-376.017,315.745,-110.869,-481.6139,362.40652,-136.03433
1069,-375.975,315.583,-110.87,-477.21246,362.34286,-134.80312
1070,-375.904,315.312,-110.872,-471.21002,354.3007,-132.66792
1071,-375.829,315.027,-110.874,-467.20837,350.982,-131.6884
1072,-375.775,314.822,-110.876,-464.58722,355.35446,-131.31017
1073,-375.719,314.604,-110.877,-462.63824,361.07294,-131.15152
1074,-375.659,314.371,-110.879,-460.477,361.9012,-130.08986
1075,-375.589,314.096,-110.873,-457.10522,353.55786,-128.98058
1076,-375.537,313.89,-110.864,-455.72617,340.5554,-127.28955
1077,-375.476,313.641,-110.861,-457.10968,329.80356,-126.56926
1078,-375.43,313.448,-110.861,-454.1715,319.18915,-125.84563
1079,-375.375,313.212,-110.862,-450.56696,307.41382,-124.2818
1080,-375.321,312.975,-110.864,-450.34503,305.7234,-123.76114
1081,-375.263,312.71,-110.866,-449.07544,306.45728,-123.50824
1082,-375.213,312.473,-110.866,-446.67627,304.6252,-122.9059
1083,-375.161,312.221,-110.854,-445.9841,303.25198,-122.40078
1084,-375.127,312.053,-110.845,-443.031,299.2017,-121.983185
1085,-375.079,311.8,-110.841,-442.4847,301.33038,-122.19632
1086,-375.044,311.603,-110.841,-442.8288,300.61777,-121.83554
1087,-375.006,311.377,-110.843,-439.94693,302.15775,-121.4737
1088,-374.968,311.137,-110.846,-438.3086,305.81345,-121.31036
1089,-374.92,310.811,-110.851,-436.26575,310.71613,-120.998116
1090,-374.884,310.542,-110.851,-435.45905,309.43164,-120.297485
1091,-374.858,310.343,-110.841,-434.7312,308.04044,-120.03555
1092,-374.826,310.073,-110.83,-433.8266,304.74643,-119.76661
1093,-374.805,309.874,-110.828,-435.63074,302.71283,-119.59746
1094,-374.778,309.589,-110.829,-434.2616,304.3131,-119.87853
1095,-374.76,309.375,-110.831,-433.9897,307.6801,-119.81063
1096,-374.749,309.218,-110.833,-432.95447,304.81955,-120.02166
1097,-374.732,308.961,-110.836,-432.07764,306.22174,-120.237885
1098,-374.715,308.676,-110.831,-431.37634,305.5793,-119.8978
1099,-374.692,308.147,-110.808,-431.62497,303.63684,-120.12861
1100,-374.688,308.004,-110.807,-430.9812,302.05356,-120.405655
1101,-374.683,307.789,-110.807,-431.2616,297.03165,-120.25511
1102,-374.68,307.56,-110.807,-431.87085,293.73026,-120.491974
1103,-374.679,307.317,-110.807,-432.09705,292.3221,-120.35519
1104,-374.679,307.045,-110.808,-431.69812,288.70493,-120.03931
1105,-374.681,306.83,-110.808,-431.80743,288.42178,-120.11616
1106,-374.685,306.615,-110.808,-431.6855,288.27866,-119.861984
1107,-374.691,306.342,-110.808,-433.8142,284.5758,-119.80239
1108,-374.697,306.127,-110.808,-433.79456,288.37738,-120.12757
1109,-374.705,305.883,-110.808,-432.20935,287.40338,-119.93002
1110,-374.714,305.639,-110.8,-432.16058,290.70462,-120.17404
1111,-374.725,305.381,-110.793,-430.6968,288.90802,-119.93406
1112,-374.736,305.137,-110.79,-428.96643,295.27948,-119.99042
1113,-374.749,304.893,-110.788,-428.32474,296.2544,-120.25169
1114,-374.763,304.621,-110.787,-430.93524,299.72372,-120.8578
1115,-374.804,303.947,-110.783,-431.05408,308.26077,-121.646835
1116,-374.818,303.732,-110.782,-435.18704,318.1583,-122.94385
1117,-374.827,303.588,-110.781,-435.79852,323.58017,-122.92759
1118,-374.839,303.402,-110.78,-436.5315,324.33658,-123.237854
1119,-374.858,303.115,-110.779,-437.92712,325.41983,-123.70101
1120,-374.875,302.871,-110.778,-439.01938,322.39417,-123.76575
1121,-374.891,302.641,-110.777,-437.57135,323.3724,-123.84265
1122,-374.906,302.411,-110.776,-438.8631,321.21805,-124.07933
1123,-374.924,302.152,-110.775,-440.96155,324.68176,-124.95769
1124,-374.941,301.893,-110.774,-441.37964,320.91077,-125.29054
1125,-374.959,301.62,-110.772,-442.68784,320.1757,-125.7018
1126,-374.968,301.477,-110.767,-442.97504,317.13907,-125.84395
1127,-374.987,301.175,-110.758,-442.70044,314.38266,-125.74765
1128,-375.005,300.873,-110.755,-442.4353,311.6567,-125.97754
1129,-375.016,300.686,-110.754,-443.93317,313.51352,-126.583694
1130,-375.032,300.413,-110.752,-444.06497,309.39105,-127.048935
1131,-375.045,300.169,-110.751,-445.12317,309.36765,-127.20579
1132,-375.054,299.996,-110.75,-447.36154,306.73145,-127.45328
1133,-375.071,299.651,-110.749,-446.20914,303.63748,-127.352974
1134,-375.081,299.434,-110.749,-448.56113,305.47437,-127.92655
1135,-375.091,299.19,-110.748,-450.20462,308.3608,-128.2267
1136,-375.102,298.916,-110.747,-450.489,303.97403,-127.95729
1137,-375.112,298.671,-110.747,-449.34265,303.15054,-127.61484
1138,-375.12,298.412,-110.745,-449.2291,300.51315,-127.463844
1139,-375.128,298.181,-110.737,-450.01398,301.90112,-127.7977
1140,-375.136,297.893,-110.731,-449.8388,300.2408,-127.428604
1141,-375.139,297.764,-110.73,-450.79276,300.58737,-127.73033
1142,-375.144,297.533,-110.728,-449.1108,298.70892,-127.576935
1143,-375.149,297.274,-110.727,-451.1628,301.0561,-127.76201
1144,-375.153,297.029,-110.726,-449.92316,301.70508,-127.59317
1145,-375.157,296.755,-110.725,-448.4731,301.94058,-127.438095
1146,-375.16,296.467,-110.724,-446.91058,303.15393,-126.99664
1147,-375.162,296.165,-110.723,-444.72717,305.34915,-127.057465
1148,-375.163,295.949,-110.722,-443.93918,303.6525,-126.73626
1149,-375.163,295.704,-110.721,-442.51874,304.61517,-126.47059
1150,-375.163,295.444,-110.72,-442.8283,308.23654,-126.86262
1151,-375.162,295.156,-110.712,-440.78497,306.86392,-126.30631
1152,-375.162,295.041,-110.708,-439.76978,306.99017,-126.14395
1153,-375.159,294.724,-110.703,-440.03287,307.41934,-126.049866
1154,-375.157,294.508,-110.702,-440.7901,309.87103,-126.251205
1155,-375.154,294.22,-110.7,-438.42145,309.5827,-125.70131
1156,-375.151,293.99,-110.699,-437.44873,308.63095,-125.3746
1157,-375.147,293.716,-110.697,-436.76007,307.3557,-125.03951
1158,-375.143,293.471,-110.696,-437.0155,309.69702,-125.26686
1159,-375.139,293.241,-110.695,-436.37738,311.2443,-125.164825
1160,-375.133,292.953,-110.694,-433.85745,314.0328,-124.98811
1161,-375.128,292.708,-110.693,-432.9622,312.88855,-124.68975
1162,-375.125,292.564,-110.692,-433.63873,314.75363,-125.02872
1163,-375.119,292.247,-110.691,-432.63263,318.0918,-125.01349
1164,-375.113,291.973,-110.69,-433.86298,318.02188,-124.9
1165,-375.107,291.714,-110.688,-432.2167,315.40012,-124.35249
1166,-375.102,291.527,-110.68,-432.21234,315.3666,-124.41094
1167,-375.097,291.296,-110.674,-432.1189,314.18448,-124.001686
1168,-375.089,290.965,-110.67,-430.2974,312.8085,-123.83161
1169,-375.085,290.777,-110.668,-430.23358,314.1402,-123.666985
1170,-375.078,290.504,-110.667,-428.77228,312.8714,-123.12362
1171,-375.072,290.244,-110.665,-430.1223,314.38135,-123.17971
1172,-375.068,290.056,-110.664,-428.86774,314.28354,-123.13263
1173,-375.064,289.868,-110.664,-427.67694,315.69504,-123.01447
1174,-375.036,288.526,-110.659,-426.0282,318.9026,-122.57917
1175,-375.031,288.309,-110.658,-423.69153,320.02728,-121.78136
1176,-375.029,288.151,-110.657,-422.64917,318.69907,-121.73174
1177,-375.025,287.949,-110.657,-421.09186,319.1107,-121.50063
1178,-375.02,287.66,-110.65,-421.51886,320.52182,-121.50435
1179,-375.015,287.358,-110.642,-420.50592,320.02695,-121.47886
1180,-375.013,287.184,-110.64,-419.96426,319.44275,-121.31319
1181,-375.01,286.953,-110.638,-422.05844,324.37094,-121.924545
1182,-375.007,286.737,-110.636,-421.48035,324.5419,-122.00598
1183,-375.003,286.419,-110.635,-421.9981,327.51978,-122.38389
1184,-375.001,286.246,-110.634,-422.86243,326.84595,-122.35295
1185,-374.998,285.943,-110.633,-422.33594,327.00653,-122.21698
1186,-374.996,285.741,-110.632,-421.90472,327.8143,-122.028854
1187,-374.994,285.51,-110.631,-423.23578,324.84662,-121.77217
1188,-374.992,285.236,-110.63,-422.29095,324.5166,-121.68353
1189,-374.991,284.99,-110.629,-421.67886,326.1548,-121.7731
1190,-374.989,284.716,-110.629,-421.69403,323.9419,-121.5898
